Ichbiah,Gill,83
Berkeley,Griswold,33
Naur,Peano,27
Licklider,Tarski,81
Pnueli,Bollee,75
Loeb,Taussky,64
Hamming,Kleenex,98
Turing,Chapanis,87
Licklider,Bollee,23
Avram,Kilburn,24
Gill,Pnueli,89
Williamson,Postel,72
Ladd,Murdock,2
Mccarthy,Oughtred,77
Taussky,Quine,43
Bollee,Meltzer,60
Tarski,Postel,73
Kilburn,Chapanis,38
Cunningham,Jones,88
Torres,Holberton,98
Meltzer,Wijngaarden,15
Grinberg,Burroughs,6
Householder,Nygaard,51
Hermann,Williamson,37
Torres,Loeb,55
Berkeley,Wang,21
Ichbiah,Peano,75
Grinberg,Asprey,72
Postel,Tarski,73
Bollee,Licklider,23
Wijngaarden,Meltzer,15
Koenig,Hollerith,66
Fasenmyer,Koenig,4
Asprey,Holberton,96
Wilkinson,Bush,77
Delemain,Bellman,72
Meltzer,Hollerith,23
Loeb,Torres,55
Zeus,Taussky,91
Hollerith,Michie,100
Wang,Gill,21
Ellis,Asprey,11
Wang,Michie,21
Taussky,Loeb,64
Michie,Papert,91
Frege,Baldwin,45
Ritchie,Rosser,53
Taussky,Kilburn,95
Rosser,Ritchie,53
Bush,Wijngaarden,47
Bollee,Kilburn,52
Naur,Michie,22
Blanch,Grinberg,69
Blanch,Delemain,64
Wijngaarden,Bush,47
Papert,Peano,16
Napier,Gill,70
Verea,Griswold,85
Easley,Chapanis,90
Bush,Wilkinson,77
Williamson,Avram,67
Landing,Stanhope,12
Wang,Galler,32
Licklider,Zermelo,89
Strachey,Hermann,79
Pnueli,Gill,89
Codd,Williamson,38
Bellman,Delemain,72
Oughtred,Kilburn,5
Forsythe,Keller,16
Rhodes,Keller,56
Bollee,Wilkins,53
Easley,Delemain,55
Hamming,Stanhope,5
Berkeley,Forsythe,32
Delemain,Easley,55
Strachey,Even,42
Rosser,Griswold,49
Holberton,Asprey,96
Zermelo,Asprey,12
Ritchie,Forsythe,90
Ladd,Kleenex,44
Avram,Hermann,44
Papert,Michie,91
Bellman,Rasiowa,80
Meltzer,Bollee,60
Peano,Zakrajsek,80
Keller,Rhodes,56
Delemain,Gill,59
Hollerith,Meltzer,23
Postel,Taussky,59
Tarski,Licklider,81
Rosser,Frege,79
Holberton,Murdock,77
Loeb,Turing,38
Peano,Papert,16
Baldwin,Frege,45
Easley,Rosser,78
Keller,Forsythe,16
Galler,Kilburn,52
Cunningham,Torres,64
Hamming,Michie,48
Kleenex,Hamming,98
Berkeley,Motwani,66
Wang,Berkeley,21
Michie,Jones,55
Williamson,Papert,70
Burroughs,Grinberg,6
Asprey,Grinberg,72
Gill,Davies,64
Kilburn,Licklider,34
Rhodes,Kilburn,43
Easley,Murdock,56
Kilburn,Oughtred,5
Wijngaarden,Fasenmyer,34
Napier,Postel,69
Ladd,Zeus,55
Meltzer,Delemain,77
Hermann,Strachey,79
Nygaard,Householder,51
Noyce,Zeus,70
Oughtred,Mccarthy,77
Zermelo,Wang,45
Griswold,Verea,85
Murdock,Holberton,77
Griswold,Rosser,49
Griswold,Rasiowa,64
Forsythe,Berkeley,32
Rhodes,Cunningham,49
Peano,Asprey,80
Grinberg,Blanch,69
Flowers,Zakrajsek,84
Blanch,Noyce,93
Burroughs,Peano,35
Kilburn,Bollee,52
Kilburn,Murdock,77
Koenig,Goedel,28
Strachey,Berkeley,55
Easley,Pnueli,5
Avram,Williamson,67
Gill,Napier,70
Postel,Napier,69
Berkeley,Strachey,55
Ritchie,Fasenmyer,25
Codd,Oughtred,26
Noyce,Avram,19
Michie,Naur,22
Hamming,Wijngaarden,73
Fasenmyer,Ritchie,25
Quine,Karpinski,78
Michie,Wang,21
Chapanis,Easley,90
Delemain,Davies,90
Torres,Cunningham,64
Naur,Wang,41
Postel,Williamson,72
Noyce,Blanch,93
Baldwin,Delemain,40
Zeus,Noyce,70
Asprey,Peano,80
Williamson,Codd,38
Delemain,Blanch,64
Stanhope,Hamming,5
Berkeley,Bush,94
Bollee,Harary,43
Gill,Ichbiah,83
Grinberg,Taussky,97
Davies,Delemain,90
Wilkins,Bollee,53
Michie,Holberton,74
Licklider,Kilburn,34
Strachey,Verea,85
Murdock,Ellis,25
Zakrajsek,Wijngaarden,85
Kilburn,Rhodes,43
Griswold,Karpinski,11
Koenig,Easley,41
Williamson,Hermann,37
Williamson,Harary,20
Hollerith,Motwani,2
Murdock,Ladd,2
Bush,Postel,90
Michie,Hamming,48
Rasiowa,Ladd,70
Jones,Oughtred,17
Oughtred,Codd,26
Peano,Naur,27
Flowers,Wang,16
Chapanis,Kilburn,38
Verea,Strachey,85
Delemain,Zeus,64
Murdock,Easley,56
Tarski,Baldwin,78
Blanch,Fasenmyer,41
Goedel,Koenig,28
Gill,Delemain,59
Papert,Williamson,70
Kilburn,Galler,52
Rasiowa,Koenig,87
Fasenmyer,Blanch,41
Zakrajsek,Flowers,84
Meltzer,Motwani,7
Harary,Cunningham,55
Hamming,Baldwin,94
Zermelo,Berkeley,99
Zermelo,Zeus,77
Even,Strachey,42
Jones,Cunningham,88
Karpinski,Griswold,11
Stanhope,Landing,12
Frege,Rosser,79
Motwani,Berkeley,66
Motwani,Meltzer,7
Griswold,Berkeley,33
Baldwin,Tarski,78
Householder,Meltzer,36
Gill,Wang,21
Murdock,Kilburn,77
Cunningham,Wijngaarden,11
Easley,Koenig,41
Michie,Householder,85
Wijngaarden,Cunningham,11
Postel,Bush,90
Ellis,Murdock,25
Peano,Bellman,98
Harary,Williamson,20
Zermelo,Licklider,89
Bellman,Tarski,38
Koenig,Fasenmyer,4
Ritchie,Meltzer,80
Bellman,Peano,98
Rhodes,Peano,98
Turing,Loeb,38
Taussky,Nygaard,57
Quine,Taussky,43
Fasenmyer,Wijngaarden,34
Wijngaarden,Zakrajsek,85
Peano,Rhodes,98
Wang,Flowers,16
Chapanis,Turing,87
Landing,Jones,95
Harary,Bollee,43
Kilburn,Avram,24
Berkeley,Zermelo,99
Forsythe,Ritchie,90
Gill,Postel,26
Meltzer,Ritchie,80
Taussky,Postel,59
Zakrajsek,Peano,80
Williamson,Murdock,8
Meltzer,Householder,36
Tarski,Bellman,38
Postel,Michie,51
Householder,Michie,85
Berkeley,Frege,92
Rasiowa,Bellman,80
Hermann,Avram,44
Even,Berkeley,64
Koenig,Rasiowa,87
Asprey,Ellis,11
Delemain,Meltzer,77
Nygaard,Taussky,57
Loeb,Delemain,2
Peano,Ichbiah,75
Kilburn,Taussky,95
Postel,Gill,26
Kleenex,Ladd,44
Berkeley,Even,64
Hermann,Licklider,58
Zeus,Delemain,64
Cunningham,Rhodes,49
Wang,Naur,41
Holberton,Torres,98
Frege,Berkeley,92
Taussky,Zeus,91
Jones,Michie,55
Peano,Burroughs,35
Michie,Postel,51
Oughtred,Jones,17
Koenig,Torres,21
Rasiowa,Griswold,64
Wijngaarden,Hamming,73
Delemain,Loeb,2
Jones,Landing,95
Torres,Koenig,21
Baldwin,Hamming,94
Asprey,Zermelo,12
Bollee,Pnueli,75
Davies,Gill,64
Zeus,Ladd,55
Licklider,Hermann,58
Holberton,Michie,74
Karpinski,Quine,78
Murdock,Williamson,8
Delemain,Baldwin,40
Wang,Zermelo,45
Michie,Hollerith,100
Hollerith,Koenig,66
Avram,Noyce,19
Cunningham,Harary,55
Rosser,Easley,78
Zeus,Zermelo,77
Pnueli,Easley,5
Galler,Wang,32
Motwani,Hollerith,2
Taussky,Grinberg,97
Ladd,Rasiowa,70
Bush,Berkeley,94
